Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Accuracy,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Accuracy,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Accuracy,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Accuracy,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Accuracy,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Accuracy,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Accuracy,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Accuracy,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Accuracy,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Accuracy,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1890,1308,18-29,Bachelor,Female,,75000-100000,false,false,false,false,true,,cps,fairness first,Very Unfair,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Disagree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Agree,Fair,Strongly Agree,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Neutral,Disagree,Somewhat Disagree,Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Very Fair,Somewhat Disagree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree
1891,402,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,fairness first,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Fair,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral
1892,2852,18-29,Bachelor,Female,,75000-100000,false,true,false,true,false,,cps,properties first,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1893,1987,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree
1894,2625,18-29,Graduate,Male,,50000-75000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Fair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Fair,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Unfair,Disagree,Somewhat Agree,Agree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree
1895,1701,18-29,Bachelor,Female,,<25000,false,true,false,false,false,,cps,properties first,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Unfair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Unfair,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree
1896,353,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,fairness first,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Fair,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Somewhat Unfair,Strongly Agree,Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Fair,Agree,,Neutral,Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Agree,Fair,Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Disagree
1897,558,40-49,High School,Female,,25000-50000,false,false,false,true,true,,cps,properties first,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Unfair,Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
1898,1248,18-29,Graduate,Female,,<25000,false,false,false,true,false,,cps,properties first,Very Unfair,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Very Unfair,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Very Unfair,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Disagree,Neutral,Strongly Disagree,,Agree,Somewhat Agree,Agree,Very Unfair,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral
1899,2371,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,cps,fairness first,Unfair,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Fair,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Somewhat Disagree,Neutral,Unfair,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Unfair,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
1900,2129,30-39,Graduate,Male,,75000-100000,false,false,true,false,false,,cps,properties first,Fair,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree
1901,743,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Unfair,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Very Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Very Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree
1902,2099,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,cps,properties first,Very Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Unfair,Neutral,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral
1903,2505,30-39,Bachelor,Female,,25000-50000,true,false,false,false,false,,cps,fairness first,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral
1904,1131,18-29,High School,Male,,75000-100000,false,false,false,true,false,,cps,fairness first,Fair,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Very Fair,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Neutral
1905,2118,18-29,High School,Female,,<25000,false,false,false,false,true,,cps,fairness first,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Unfair,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Disagree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree
1906,476,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
1907,975,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,cps,fairness first,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Disagree,Agree,Somewhat Agree,Neutral,Neutral
1908,3204,50-59,Graduate,Male,,>100000,false,false,false,true,false,,cps,properties first,Very Fair,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree
1909,1027,50-59,High School,Male,,<25000,false,false,false,true,false,,cps,properties first,Very Unfair,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Unfair,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
