Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
654,2349,18-29,Bachelor,Female,,<25000,false,false,true,false,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral
655,1237,50-59,Graduate,Female,,<25000,false,false,true,false,false,,unem,properties first,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,,Disagree,Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Neutral,Neutral,Disagree,,Somewhat Agree,Somewhat Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Fair,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Very Unfair,Disagree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,,Somewhat Fair,Somewhat Agree,Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree
656,953,40-49,High School,Female,,>100000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Unfair,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Very Fair,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Very Fair,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
657,1616,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree
658,1214,50-59,Bachelor,Female,,50000-75000,false,false,true,false,false,,unem,properties first,Very Unfair,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Unfair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Very Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Unfair,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree
659,924,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Disagree,Fair,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Unfair,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
660,665,30-39,Graduate,Female,,25000-50000,false,true,false,false,false,,unem,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree
661,1123,30-39,Associate or Diploma,Male,,<25000,false,true,false,false,false,,unem,properties first,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral
662,945,30-39,High School,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Agree,,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree
663,753,30-39,High School,Male,,<25000,false,false,false,true,false,,unem,fairness first,Fair,Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Agree,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Fair,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree
664,903,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree
665,812,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Strongly Agree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Somewhat Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Unfair,Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Unfair,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree
666,1119,70 up,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Very Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
667,946,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Agree,Agree,Disagree,Very Unfair,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Fair,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Very Unfair,Neutral,Disagree,Agree,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree
668,517,30-39,Bachelor,Male,,50000-75000,false,false,false,false,true,,unem,properties first,Very Unfair,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Fair,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
669,381,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Unfair,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Unfair,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Unfair,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral
670,1938,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,unem,fairness first,Fair,Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Very Unfair,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Fair,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Very Fair,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Fair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral
671,342,60-69,Graduate,Female,,>100000,false,false,false,true,false,,unem,properties first,Very Unfair,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Very Unfair,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,,Very Unfair,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,,Neutral,Disagree,Strongly Disagree
672,1134,30-39,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Very Unfair,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Very Unfair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
