Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,MLBias,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Relevance,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Current Charges Other,Criminal History,Criminal History Reliability,Criminal History Relevance,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Criminal History Other,Substance Abuse,Substance Abuse Reliability,Substance Abuse Relevance,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Substance Abuse Other,Employment and Living,Employment and Living Reliability,Employment and Living Relevance,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Employment and Living Other,Personality,Personality Reliability,Personality Relevance,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Personality Other,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Relevance,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Criminal Attitudes Other,Neighbourhood,Neighbourhood Reliability,Neighbourhood Relevance,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Neighbourhood Other,Friends and Family,Friends and Family Reliability,Friends and Family Relevance,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Friends and Family Other,Social Life,Social Life Reliability,Social Life Relevance,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Social Life Other,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Education Other
133,967,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,not-mentioned,version 1,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Unfair,true,true,true,false,false,true,true,true,,Very Unfair,false,true,true,true,true,true,true,true,,Very Unfair,true,true,true,false,false,false,false,false,,Unfair,true,true,true,true,true,false,false,false,,Very Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,true,true,false,true,true,,Very Unfair,true,true,true,true,true,true,true,true,,Very Unfair,false,true,false,true,true,true,true,true,
134,1228,50-59,High School,Female,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Fair,true,true,true,true,false,true,false,false,,Neutral,false,true,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Unfair,true,false,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,
135,913,40-49,Bachelor,Male,,75000-100000,false,false,true,false,false,,rec,mentioned,version 1,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Very Unfair,true,false,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Fair,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,true,true,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,
136,1270,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,not-mentioned,version 2,Neutral,true,false,false,false,false,true,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,true,true,,Somewhat Fair,true,false,false,true,true,true,true,false,,Unfair,false,true,true,false,false,false,false,false,,Somewhat Fair,true,true,false,true,false,false,true,false,,Fair,true,false,false,true,false,true,false,true,,Somewhat Fair,false,true,false,true,false,true,false,false,,Fair,false,false,false,false,true,true,false,false,,Somewhat Unfair,false,true,true,false,false,false,false,true,
137,401,50-59,High School,Male,,25000-50000,false,false,false,true,false,,rec,not-mentioned,version 2,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,true,true,false,false,false,false,,Somewhat Fair,true,false,false,true,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Fair,false,false,false,true,false,false,false,true,,Fair,true,true,false,true,true,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,true,true,true,false,false,true,true,,Unfair,true,true,true,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,true,true,
138,411,30-39,High School,Male,,25000-50000,false,false,false,true,false,,rec,mentioned,version 2,Somewhat Fair,false,true,false,true,false,false,false,false,,Very Fair,false,false,false,true,true,false,false,false,,Somewhat Unfair,false,true,true,false,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,false,false,true,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,
139,1131,40-49,High School,Male,,50000-75000,false,false,false,true,false,,rec,not-mentioned,version 2,Very Fair,true,true,false,true,false,false,false,false,,Very Fair,true,false,false,true,true,false,false,false,A long criminal history could show a pattern of behaviors.,Somewhat Unfair,false,true,false,false,false,true,false,false,,Somewhat Unfair,false,false,false,false,false,true,false,false,A better living situation could represent a better chance of not skipping out on bail,Very Unfair,true,true,false,false,true,true,false,false,,Unfair,true,true,false,false,true,true,false,false,,Very Unfair,true,true,false,true,true,true,false,false,,Unfair,false,true,false,true,true,true,false,false,People are not responsible for the decision of others,Very Unfair,true,true,true,false,true,true,false,false,,Unfair,false,true,false,false,true,true,false,false,
140,495,30-39,Bachelor,Male,,>100000,false,true,false,false,false,,rec,not-mentioned,version 2,Very Fair,true,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Fair,false,true,false,true,true,false,false,false,,Unfair,true,false,false,true,false,false,false,false,,Very Unfair,true,true,false,true,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,
141,915,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,false,false,false,true,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Very Fair,true,false,true,true,true,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Unfair,false,false,false,true,false,false,true,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,
142,867,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,mentioned,version 1,Unfair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Very Unfair,false,false,false,false,false,false,false,false,"Most people that have been arrested are addicts and struggle with their addiction. If granting bail is to be based on substance abuse history, almost no one would get bail.",Unfair,false,true,false,false,false,false,false,false,,Unfair,true,false,false,false,false,false,false,false,,Unfair,false,false,false,false,false,false,false,false,"Even though it is wrong to steal, a person that is going hungry is likely to steal and this should have no bearing on someones attitude towards it, as far as bail is concerned.",Very Unfair,false,true,false,true,true,false,false,false,,Very Unfair,false,true,true,true,true,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,true,false,false,false,
143,441,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,rec,mentioned,version 1,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Unfair,false,false,false,false,false,true,false,false,,Unfair,false,false,false,true,false,true,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Unfair,true,true,false,false,false,false,false,false,,Unfair,false,false,false,true,false,true,false,false,,Very Unfair,false,true,false,true,false,false,false,false,,Very Unfair,true,true,false,false,false,true,true,false,,Very Unfair,false,true,false,false,false,true,false,false,
144,602,18-29,High School,Female,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Unfair,true,false,false,false,false,true,false,false,,Fair,true,false,false,true,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,false,,Unfair,true,false,false,false,false,true,false,false,,Somewhat Unfair,false,false,false,false,false,true,false,false,
145,1552,30-39,High School,Male,,<25000,false,false,false,false,true,,rec,not-mentioned,version 1,Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Unfair,true,false,false,false,false,false,false,false,,Very Fair,false,true,true,true,false,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Somewhat Unfair,false,true,false,true,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,false,true,true,false,false,false,false,false,,Unfair,false,true,true,false,false,false,false,false,
146,641,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,not-mentioned,version 2,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Neutral,false,false,false,true,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Neutral,true,false,false,true,true,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,true,true,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,
147,1206,40-49,High School,Female,,<25000,false,false,true,false,false,,rec,mentioned,version 1,Very Fair,true,true,true,true,true,true,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Unfair,false,true,false,true,false,false,true,false,,Very Unfair,false,true,true,true,false,false,true,false,,Somewhat Unfair,true,true,true,false,false,false,false,false,,Unfair,false,true,false,false,true,true,true,false,
148,260,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Unfair,false,true,false,true,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Unfair,true,true,false,true,false,false,false,false,,Somewhat Unfair,false,true,false,true,false,false,false,false,,Very Unfair,true,true,true,true,false,false,false,false,,Unfair,false,true,true,false,false,false,false,false,
149,321,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,mentioned,version 1,Somewhat Fair,true,false,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Unfair,true,false,false,true,true,false,false,false,,Unfair,false,false,false,true,false,false,false,false,,Very Unfair,false,true,true,true,false,false,false,false,,Unfair,true,true,true,true,false,false,false,false,,Very Unfair,false,true,true,false,true,false,false,false,
150,573,30-39,High School,Female,,75000-100000,false,false,false,true,false,,rec,mentioned,version 1,Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Unfair,true,true,false,true,false,false,false,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,false,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,false,false,false,true,
151,297,40-49,Bachelor,Male,,50000-75000,false,false,true,false,true,,rec,not-mentioned,version 1,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Unfair,true,true,true,false,false,false,false,false,,Somewhat Fair,true,false,false,true,true,false,false,false,,Somewhat Unfair,true,false,true,false,false,false,false,false,,Very Unfair,false,true,false,true,false,false,true,false,,Somewhat Unfair,false,false,true,true,false,true,true,false,,Very Unfair,true,true,true,false,false,false,false,false,,Very Unfair,false,true,true,false,false,true,true,false,
152,1267,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,mentioned,version 2,Very Fair,true,true,true,true,true,false,false,true,,Very Fair,true,true,true,true,true,false,false,true,,Fair,true,true,false,true,true,false,false,true,,Somewhat Unfair,true,true,false,false,true,true,true,false,,Fair,false,true,true,false,true,false,false,true,,Somewhat Fair,false,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,true,true,false,,Unfair,false,true,false,true,true,true,true,false,,Unfair,true,true,true,false,false,true,true,false,,Very Unfair,false,true,false,false,true,true,true,false,
153,549,50-59,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,not-mentioned,version 2,Somewhat Fair,true,true,true,false,false,false,true,false,,Fair,true,true,true,true,false,false,false,false,,Unfair,true,true,true,false,false,false,true,false,,Somewhat Unfair,true,false,false,false,false,true,true,true,,Very Unfair,true,true,false,true,false,true,false,false,,Unfair,true,true,true,true,false,false,true,false,,Very Unfair,true,true,false,true,false,true,true,true,,Very Unfair,false,true,false,true,false,true,true,true,,Very Unfair,true,true,true,false,false,false,false,false,,Very Unfair,false,true,false,false,true,true,true,true,
154,730,50-59,Less than high School,Male,,<25000,false,false,false,true,false,,rec,not-mentioned,version 1,Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,true,false,true,true,false,false,false,false,,Unfair,false,false,true,false,false,true,true,false,,Somewhat Unfair,false,false,true,false,false,true,false,false,,Very Unfair,false,true,false,false,false,true,true,true,,Very Unfair,false,true,false,true,true,false,true,false,,Very Unfair,true,true,true,false,false,false,false,false,,Very Unfair,false,true,false,false,true,true,true,false,
155,232,30-39,High School,Female,,<25000,false,false,false,true,false,,rec,not-mentioned,version 1,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,false,false,true,true,false,false,false,,Somewhat Fair,true,false,false,true,true,false,false,false,,Very Unfair,true,true,true,false,false,false,false,false,,Unfair,true,false,true,false,false,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Very Unfair,true,false,false,true,false,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,
156,1464,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Fair,true,true,true,true,true,false,false,false,,Fair,true,false,true,true,false,false,false,false,,Fair,true,true,true,true,false,false,false,false,,Fair,false,true,true,true,true,false,false,false,,Somewhat Fair,true,true,true,false,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,true,true,true,true,false,false,false,,Fair,true,true,true,true,false,false,false,false,,Fair,true,true,true,true,true,false,false,false,
157,485,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,rec,mentioned,version 1,Fair,true,false,true,false,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Unfair,false,false,false,false,false,false,false,true,,Somewhat Fair,false,false,false,false,true,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,
158,382,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,not-mentioned,version 2,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Very Unfair,false,true,true,true,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,true,false,false,,Fair,false,true,true,false,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Very Unfair,true,true,true,true,true,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,
159,351,30-39,High School,Male,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,false,true,true,false,false,false,false,,Somewhat Unfair,false,false,true,true,false,false,false,false,,Somewhat Unfair,false,false,true,false,false,true,false,false,,Very Unfair,true,false,true,true,false,false,false,false,,Unfair,true,false,false,false,false,false,false,false,,Very Unfair,false,false,false,true,false,true,false,false,,Very Unfair,false,false,true,true,false,true,false,false,,Very Unfair,true,false,true,true,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,
160,277,40-49,Bachelor,Female,,75000-100000,false,false,true,false,false,,rec,mentioned,version 2,Very Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,false,false,true,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,,Very Unfair,true,false,false,false,false,false,false,false,
161,1063,18-29,High School,Female,,25000-50000,false,false,false,true,false,,rec,mentioned,version 1,Somewhat Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,true,false,false,true,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,true,true,false,false,false,false,,Somewhat Unfair,true,false,true,true,false,false,true,false,,Very Unfair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,true,false,true,true,true,false,
162,446,50-59,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,not-mentioned,version 1,Very Fair,false,false,false,true,false,false,false,false,,Very Fair,true,false,false,false,true,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,false,true,false,true,false,false,false,,Somewhat Unfair,false,true,false,true,false,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,
163,313,50-59,Associate or Diploma,Female,,<25000,false,false,false,true,false,,rec,not-mentioned,version 1,Very Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,true,false,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,false,false,,Fair,false,false,false,false,false,false,true,false,,Unfair,false,false,false,true,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,
164,553,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,rec,mentioned,version 2,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,true,false,true,false,false,false,,Somewhat Unfair,false,true,true,false,true,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Somewhat Fair,true,false,true,false,false,false,false,false,,Unfair,false,false,true,false,true,false,false,false,,Unfair,false,true,true,true,true,false,false,false,,Very Unfair,false,false,false,true,true,false,false,false,
165,1279,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,mentioned,version 2,Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,false,false,false,true,true,false,,Somewhat Unfair,false,false,false,false,false,true,false,false,,Neutral,true,false,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,false,false,false,true,true,false,,Unfair,false,false,false,false,false,true,false,false,,Unfair,false,true,false,false,false,false,true,false,,Neutral,true,false,true,false,false,false,false,false,,Unfair,true,true,false,false,false,false,false,false,
