Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,MLBias,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child Demographics Other,Child CPS,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child CPS Other,Child Justice,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Justice Other,Child Welfare,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Child Welfare Other,Parent Demographics,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Demographics Other,Parent Welfare,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Parent Welfare Other,Perp Demographics,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Demographics Other,Perp Welfare,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,Perp Welfare Other,All CPS,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All CPS Other,All Health,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group,All Health Other
280,1193,40-49,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,cps,not-mentioned,version 1,Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,true,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,true,false,,Unfair,false,true,false,false,true,true,false,false,,Somewhat Unfair,false,false,false,false,true,false,true,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,false,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,true,false,true,false,false,false,
281,563,30-39,Bachelor,Female,,<25000,false,false,false,false,false,Indian,cps,mentioned,version 2,Somewhat Unfair,false,false,false,false,true,false,false,false,,Unfair,false,false,false,false,false,false,true,false,,Somewhat Fair,false,false,false,false,false,false,true,false,,Neutral,false,false,false,false,true,false,false,false,,Neutral,false,false,false,false,true,false,false,false,,Neutral,false,false,false,false,false,false,true,false,,Neutral,false,false,false,false,true,false,false,false,,Neutral,false,false,false,false,false,false,true,false,,Neutral,false,false,false,false,true,false,false,false,,Neutral,false,false,false,false,true,false,false,false,
282,774,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Very Unfair,true,true,false,true,true,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Unfair,true,false,true,false,false,true,true,true,,Very Unfair,false,false,true,true,true,true,true,true,,Very Unfair,true,true,true,true,true,true,true,true,,Very Unfair,true,false,true,false,false,true,true,true,,Very Unfair,true,true,true,true,true,true,true,true,,Very Unfair,false,true,true,true,true,true,true,true,,Somewhat Unfair,false,false,true,false,false,true,true,true,,Very Unfair,false,false,true,false,false,false,false,false,
283,799,50-59,High School,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Very Unfair,false,false,false,false,false,false,true,false,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,true,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,true,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,,false,false,true,false,false,false,false,false,
284,1499,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,not-mentioned,version 2,Somewhat Unfair,true,false,true,false,true,false,true,false,,Fair,true,true,false,false,false,false,true,false,,Somewhat Fair,true,false,false,false,true,false,true,false,,Unfair,false,true,true,false,true,false,false,false,,Somewhat Unfair,true,true,true,false,false,true,false,false,,Unfair,true,true,true,false,true,true,false,false,,Somewhat Unfair,true,false,false,false,true,true,false,false,,Unfair,true,true,true,false,true,true,true,false,,Somewhat Unfair,true,true,true,false,false,true,false,false,,Fair,false,true,false,false,true,false,false,true,
285,446,30-39,Associate or Diploma,Female,,>100000,false,false,false,true,false,,cps,not-mentioned,version 2,Fair,true,true,false,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Very Unfair,false,true,true,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,true,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,
286,553,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,cps,not-mentioned,version 2,Unfair,false,true,false,true,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Somewhat Unfair,false,false,false,true,true,false,false,false,,Unfair,false,true,false,true,true,false,false,false,,Fair,true,false,true,true,false,false,false,false,,Unfair,false,true,false,true,true,false,false,false,,Neutral,true,false,false,true,false,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Fair,false,true,false,true,true,false,false,false,
287,146,18-29,Graduate,Male,,25000-50000,false,true,false,false,false,,cps,mentioned,version 1,Very Fair,true,true,true,false,false,false,false,false,,Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Fair,true,true,true,true,false,false,false,false,,Fair,true,true,true,false,false,false,true,false,,Very Fair,true,true,true,false,false,false,false,false,,Very Fair,true,false,true,true,true,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Very Fair,false,true,true,true,false,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,
288,1341,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 2,Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,true,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,true,true,false,,Somewhat Unfair,false,true,false,false,false,true,true,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,
289,1301,30-39,Bachelor,Male,,75000-100000,false,false,false,false,true,,cps,mentioned,version 1,Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Fair,false,false,true,false,false,false,false,false,,Neutral,false,false,false,true,false,false,false,false,,Neutral,false,false,false,true,false,false,false,false,,Somewhat Fair,false,false,true,false,false,false,false,false,,Neutral,false,false,false,false,true,false,false,false,
290,745,18-29,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,not-mentioned,version 1,Very Unfair,true,true,true,true,true,true,true,true,,Fair,true,true,true,true,true,false,false,false,,Very Unfair,false,true,true,false,false,true,true,true,,Fair,true,true,true,true,true,false,false,false,,Very Unfair,false,false,false,false,false,true,true,true,,Somewhat Fair,false,true,true,false,true,false,false,false,,Very Unfair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,
291,557,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 2,Very Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,false,false,true,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,true,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,
292,827,40-49,Bachelor,,,25000-50000,false,true,false,false,false,,cps,not-mentioned,version 1,Very Unfair,false,true,false,true,true,false,true,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Unfair,false,false,false,false,true,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,true,true,false,true,false,,Unfair,false,true,true,false,true,false,false,false,,Unfair,false,true,false,true,true,false,true,false,,Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,
293,295,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Very Unfair,false,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Unfair,false,true,true,false,true,false,false,false,,Unfair,false,true,true,true,false,false,false,false,,Very Unfair,false,true,true,true,false,false,false,false,,Very Unfair,false,true,true,false,true,false,false,false,,Very Unfair,false,true,true,true,false,false,false,false,,Very Unfair,false,true,true,true,true,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Unfair,false,true,true,false,false,false,false,false,
294,470,50-59,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,mentioned,version 1,Somewhat Unfair,true,false,false,true,true,false,true,false,,Fair,true,true,false,false,true,false,false,false,,Unfair,true,false,true,false,false,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Somewhat Unfair,true,false,true,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Unfair,true,false,true,false,false,false,false,false,
295,572,40-49,Bachelor,Male,,<25000,false,false,false,true,false,,cps,mentioned,version 2,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,
296,290,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,not-mentioned,version 1,Fair,true,true,true,true,false,true,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,true,true,false,,Very Fair,true,true,true,false,true,false,false,false,,Very Fair,true,true,true,true,true,true,false,false,,Very Fair,true,true,true,true,true,true,false,false,,Very Fair,true,true,true,true,true,true,true,false,,Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,true,false,,Very Fair,true,true,true,true,true,true,true,false,
297,223,40-49,High School,Male,,25000-50000,false,false,false,true,false,,cps,mentioned,version 2,Unfair,false,true,false,false,true,false,true,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,false,false,true,false,,Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,true,false,,Unfair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,false,false,true,false,false,
298,947,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,mentioned,version 1,Somewhat Fair,true,false,false,false,false,false,false,true,,Fair,true,false,false,false,false,false,false,false,,Unfair,false,false,true,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,true,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Very Unfair,true,true,false,false,false,false,false,false,,Unfair,true,true,true,true,true,false,false,false,
300,362,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,true,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,false,true,true,false,false,false,false,,Somewhat Fair,true,true,true,false,false,false,false,false,,Very Unfair,false,true,false,true,true,false,true,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Unfair,false,true,false,true,true,false,true,false,,Very Fair,true,true,false,true,true,false,false,false,,Fair,true,false,false,true,false,false,false,false,,Somewhat Fair,true,false,false,true,false,false,false,false,
301,1169,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,mentioned,version 2,Somewhat Fair,false,true,true,false,false,false,true,false,,Somewhat Fair,false,true,true,false,false,true,false,false,,Fair,true,true,true,false,false,false,false,false,,Fair,false,true,true,false,false,false,true,false,,Somewhat Fair,true,true,true,false,false,false,true,false,,Fair,false,true,true,false,false,true,true,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,true,true,false,,Fair,false,true,true,false,false,false,true,false,,Somewhat Fair,false,true,true,false,false,false,true,true,
302,885,50-59,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,not-mentioned,version 2,Unfair,false,true,false,true,true,true,true,true,,Very Fair,true,true,false,false,true,false,false,true,,Neutral,false,true,false,true,false,false,true,true,,Somewhat Fair,false,false,false,false,false,false,false,true,,Very Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,false,true,true,true,true,,Very Unfair,false,true,false,true,true,true,true,true,,Somewhat Unfair,false,false,false,false,true,true,false,true,,Very Fair,true,true,false,true,true,false,false,false,,Fair,false,true,false,true,false,false,false,false,
303,378,18-29,High School,Male,,75000-100000,false,false,false,true,false,,cps,mentioned,version 2,Fair,false,true,true,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Fair,true,true,false,false,true,false,false,true,,Somewhat Fair,true,true,false,false,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Fair,true,false,true,true,false,false,false,false,,Fair,true,false,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,
304,432,30-39,High School,Male,,25000-50000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,true,false,true,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,,Fair,false,true,false,true,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Neutral,false,false,false,false,false,false,true,true,
305,1412,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,cps,mentioned,version 1,Very Unfair,false,false,false,true,true,false,true,false,,Very Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Fair,false,true,true,false,false,false,false,false,,Unfair,false,false,false,true,false,false,true,false,,Fair,false,true,true,false,false,false,false,false,,Unfair,false,false,false,true,false,false,true,false,,Neutral,false,false,true,false,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,
306,874,60-69,Bachelor,Female,,>100000,false,true,false,false,false,,cps,mentioned,version 1,Very Unfair,false,true,true,true,true,false,true,false,,Fair,false,true,false,false,false,false,true,false,,Fair,false,true,false,false,false,false,true,false,,Very Unfair,true,true,true,true,false,false,true,false,,Unfair,true,true,false,false,false,false,true,false,,Unfair,false,true,false,false,false,false,true,false,,Unfair,true,true,false,true,false,false,true,false,,Fair,false,true,true,true,false,false,true,false,,Fair,true,true,false,true,false,false,true,false,,Fair,false,true,false,false,false,false,true,false,
307,820,50-59,High School,Female,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Very Fair,true,true,true,false,true,true,true,true,,Very Fair,true,true,true,false,true,true,true,true,,Very Unfair,false,true,true,false,true,true,true,false,,Very Fair,true,true,true,false,true,false,false,false,,Very Fair,true,true,true,true,true,true,false,false,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,false,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,
308,847,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,not-mentioned,version 2,Neutral,false,true,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,
309,509,40-49,High School,Female,,50000-75000,false,false,false,true,false,,cps,not-mentioned,version 1,Somewhat Unfair,false,true,false,false,false,false,true,false,,Very Fair,true,true,false,false,true,false,true,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,true,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,
310,992,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,not-mentioned,version 1,Neutral,false,true,false,false,true,false,false,false,,Fair,true,false,false,false,true,false,true,true,,Neutral,true,false,false,false,false,true,false,false,,Very Unfair,false,true,false,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,true,true,true,true,false,,Fair,true,true,false,true,true,false,true,true,,Fair,false,true,false,true,true,true,true,false,
311,790,50-59,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,cps,mentioned,version 2,Very Fair,true,true,true,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,true,true,true,false,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,
