Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,MLBias,Question Order Version,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Age Other,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Gender Other,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Education Other,Work History,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Work History Other,Skills,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Skills Other,Disability,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Disability Other,Time Unemployed,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Time Unemployed Other,Residence,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Residence Other,Reason,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Reason Other,Initiative,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group,Initiative Other
204,635,30-39,Associate or Diploma,Female,,25000-50000,false,true,false,true,false,,unem,mentioned,version 1,Very Unfair,false,true,false,false,false,false,true,false,,Very Unfair,false,true,false,false,true,false,true,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,true,true,true,false,false,true,false,,Unfair,true,true,false,false,false,false,false,false,,Very Unfair,false,false,true,true,false,false,true,false,,Very Fair,false,true,false,true,false,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,true,false,true,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,
205,855,30-39,High School,Male,,<25000,false,false,false,true,false,,unem,mentioned,version 2,Somewhat Unfair,false,false,false,true,false,true,true,false,,Very Unfair,false,true,false,true,false,true,true,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Fair,true,true,false,true,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,true,,Very Unfair,false,false,true,true,false,true,true,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,true,true,false,false,,Somewhat Unfair,true,true,true,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,true,false,false,
206,465,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,not-mentioned,version 1,Very Unfair,false,true,false,true,true,true,true,true,,Unfair,false,true,true,true,true,false,true,false,,Very Unfair,false,true,false,false,false,true,true,true,,Fair,true,true,true,true,true,false,false,false,,Neutral,true,true,false,true,true,false,false,false,,Fair,true,true,true,false,true,false,false,false,,Somewhat Fair,true,false,false,true,true,false,false,false,,Neutral,true,false,true,true,false,false,false,false,,Unfair,false,true,false,false,false,true,true,true,,Somewhat Fair,false,false,true,true,false,false,false,false,
207,383,40-49,High School,Female,,75000-100000,false,false,false,true,false,,unem,not-mentioned,version 1,Fair,true,true,true,false,true,false,true,true,,Unfair,false,true,false,true,false,true,true,false,,Neutral,true,false,true,true,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,false,true,true,true,false,false,false,,Somewhat Fair,true,true,true,false,true,false,true,false,,Somewhat Fair,false,true,true,false,true,false,false,false,,Neutral,true,false,true,true,true,false,false,false,,Unfair,true,false,false,false,false,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,
208,630,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,unem,mentioned,version 1,Somewhat Unfair,false,false,false,true,false,false,true,true,,Somewhat Unfair,false,false,false,false,false,false,true,true,,Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,true,false,true,false,false,false,false,false,,Fair,true,true,false,true,true,false,false,false,
209,409,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,unem,mentioned,version 2,Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,true,false,false,false,true,true,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Fair,true,false,false,true,true,false,false,false,,Very Unfair,true,true,false,true,true,true,false,false,,Unfair,true,true,false,true,true,true,true,false,,Fair,false,false,true,true,false,true,true,false,,Neutral,false,true,false,false,false,false,false,false,
210,875,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,false,true,,unem,not-mentioned,version 2,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,false,false,false,true,false,true,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,
211,415,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,unem,not-mentioned,version 2,Very Unfair,false,true,true,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Neutral,false,false,false,true,false,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Unfair,true,true,false,false,true,false,false,false,,Neutral,false,false,false,true,false,false,false,false,
212,273,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,unem,not-mentioned,version 2,Unfair,false,true,true,true,false,true,true,true,,Unfair,false,true,true,true,false,true,true,true,,Somewhat Unfair,false,true,false,false,false,false,false,true,,Somewhat Fair,true,false,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Unfair,true,true,true,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,
213,446,30-39,High School,Female,,75000-100000,false,false,false,true,false,,unem,not-mentioned,version 1,Unfair,false,true,false,false,false,false,true,false,,Very Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,true,false,false,false,true,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,true,false,true,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,
214,1174,50-59,High School,Male,,<25000,false,false,false,true,false,,unem,mentioned,version 2,Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,false,true,true,true,true,,Unfair,false,true,false,false,true,true,true,true,,Very Fair,true,true,true,true,false,true,true,true,,Somewhat Fair,true,false,true,true,false,false,true,true,,Unfair,true,true,false,true,true,true,true,true,,Fair,true,true,true,false,true,true,true,true,,Very Unfair,true,true,false,false,true,true,true,true,,Fair,true,false,true,true,false,false,true,true,,Somewhat Fair,true,true,true,true,false,false,true,true,
215,591,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,unem,not-mentioned,version 2,Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,false,true,false,false,true,true,,Somewhat Fair,false,true,true,false,true,false,false,false,,Somewhat Fair,false,true,true,false,true,false,false,false,,Somewhat Fair,false,true,false,true,true,false,true,true,,Fair,false,true,false,false,true,false,false,false,,Unfair,true,true,false,false,true,false,false,false,,Unfair,false,true,true,false,true,false,false,false,,Unfair,true,true,true,false,true,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,
216,602,60-69,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,not-mentioned,version 2,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,false,true,false,,Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,true,false,true,true,false,true,false,false,,Fair,true,true,true,false,true,true,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,true,false,,Unfair,false,true,false,false,true,true,true,true,,Neutral,false,true,false,false,false,false,false,false,,Neutral,false,false,false,false,false,false,false,false,Would be very difficult to determine and rank appropriately.
217,936,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,false,false,,unem,not-mentioned,version 1,Unfair,false,false,false,true,false,true,true,false,,Unfair,false,false,true,false,true,true,true,false,,Very Fair,true,true,false,true,false,false,false,false,,Very Fair,true,true,false,true,false,true,true,false,,Very Fair,true,true,false,true,false,true,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,true,true,true,false,,Very Unfair,false,true,false,false,false,true,true,false,,Very Fair,true,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,false,true,true,false,
218,353,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,mentioned,version 2,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,
219,1309,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,unem,not-mentioned,version 1,Somewhat Fair,false,false,false,false,true,false,true,false,,Somewhat Unfair,false,false,false,true,false,true,false,false,,Neutral,false,false,true,false,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Neutral,false,false,false,true,true,false,false,false,,Neutral,false,true,false,false,false,true,false,false,,Somewhat Unfair,false,false,true,true,false,false,false,false,,Unfair,false,false,true,false,false,false,false,false,,Somewhat Fair,false,false,false,true,false,true,false,false,,Fair,false,false,true,false,false,false,false,false,
220,911,40-49,High School,Male,,<25000,false,false,false,true,false,,unem,not-mentioned,version 2,Very Fair,true,false,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,true,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,
221,1342,40-49,Bachelor,Male,,<25000,false,false,false,true,false,,unem,mentioned,version 2,Unfair,false,true,false,false,false,true,true,true,,Unfair,false,true,false,false,false,true,true,true,,Unfair,false,true,false,false,false,true,false,false,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,true,true,true,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Unfair,true,true,false,false,false,true,false,false,
222,722,30-39,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,unem,not-mentioned,version 2,Very Unfair,false,false,false,true,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Unfair,true,false,false,false,false,false,false,false,
223,225,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,unem,mentioned,version 1,Unfair,false,true,false,true,false,false,false,true,,Very Unfair,false,false,false,true,true,false,false,true,,Somewhat Unfair,false,true,false,true,false,false,false,false,,Fair,true,false,false,true,false,false,false,false,,Fair,true,false,false,true,false,false,false,false,,Unfair,false,true,false,false,false,false,false,true,,Fair,true,false,false,true,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,false,false,true,true,false,false,false,,Fair,false,true,false,true,false,false,false,false,
224,598,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,mentioned,version 1,Very Unfair,false,true,true,true,false,true,true,false,,Very Unfair,false,true,false,true,false,true,true,true,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,false,true,false,false,true,true,true,,Fair,false,true,false,true,true,false,false,false,,Very Unfair,false,false,false,true,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Very Unfair,false,true,true,false,true,false,false,false,,Very Unfair,true,false,true,false,false,false,false,false,,Unfair,true,false,true,false,false,false,false,false,
225,1158,30-39,Associate or Diploma,Female,,<25000,false,false,false,true,false,,unem,not-mentioned,version 1,Very Unfair,false,true,false,true,false,true,true,true,,Very Unfair,false,true,false,false,false,false,false,false,,Neutral,false,false,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Unfair,false,true,false,true,false,true,true,true,,Somewhat Fair,true,true,false,true,true,false,false,false,,Unfair,false,false,false,false,false,true,true,true,,Very Unfair,true,false,true,false,false,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,
226,318,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,unem,mentioned,version 2,Somewhat Fair,true,true,true,false,true,false,false,false,,Unfair,false,true,false,true,true,true,true,true,,Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,false,false,,Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,true,true,true,true,true,true,,Somewhat Unfair,false,false,false,false,false,false,false,false,,Unfair,false,true,true,false,true,true,false,false,,Neutral,false,true,false,true,true,true,true,true,,Fair,false,true,false,true,true,true,true,true,
227,581,18-29,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,mentioned,version 1,Somewhat Fair,true,true,false,false,false,false,false,false,,Very Unfair,false,false,true,false,false,true,false,false,,Very Fair,true,false,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,false,true,false,false,,Very Fair,true,false,false,true,false,false,false,false,,Fair,true,true,false,false,false,true,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,true,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,true,false,false,,Neutral,true,false,true,true,false,false,false,false,
228,479,18-29,Bachelor,Female,,<25000,false,false,false,true,false,,unem,mentioned,version 2,Unfair,false,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,false,true,true,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,true,true,true,false,false,false,,Very Fair,false,true,false,false,true,true,false,false,,Unfair,false,true,false,false,false,true,false,false,,Fair,true,false,false,false,true,false,false,false,,Unfair,true,true,false,false,true,true,false,false,,Fair,false,true,false,true,true,false,false,false,
229,872,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,not-mentioned,version 1,Somewhat Unfair,false,true,false,true,false,false,false,true,,Very Unfair,false,true,false,true,true,true,false,true,,Somewhat Fair,true,false,false,true,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,true,true,false,false,true,,Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,true,true,false,false,true,true,false,false,,Somewhat Unfair,false,false,true,false,false,true,true,false,,Somewhat Unfair,true,true,true,false,true,false,true,false,,Fair,false,false,false,true,false,true,true,false,
230,609,30-39,Bachelor,Female,,75000-100000,false,false,true,false,false,,unem,not-mentioned,version 2,Very Unfair,false,true,true,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,false,,Fair,false,true,true,true,false,false,false,false,,Somewhat Fair,false,true,true,true,true,false,false,true,,Somewhat Fair,false,true,true,true,true,false,false,false,,Very Unfair,false,false,false,true,false,true,true,true,,Somewhat Unfair,false,true,false,true,false,true,true,true,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,
231,538,30-39,Bachelor,Male,,>100000,false,false,false,false,true,,unem,mentioned,version 1,Very Unfair,false,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,true,true,false,false,false,
232,368,18-29,High School,Male,,<25000,false,false,false,true,false,,unem,not-mentioned,version 2,Somewhat Fair,true,false,false,false,true,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Fair,true,false,false,true,false,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Very Fair,false,false,false,false,true,false,false,false,,Fair,true,false,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Very Fair,false,false,false,true,false,false,false,false,,Fair,true,false,false,false,false,false,false,false,
233,914,40-49,High School,Male,,50000-75000,false,false,false,true,false,,unem,mentioned,version 1,Neutral,false,false,false,false,true,false,false,true,,Very Unfair,false,true,false,true,false,true,true,false,,Somewhat Fair,false,false,true,true,false,false,true,false,,Very Fair,true,true,true,false,false,false,false,false,,Very Fair,true,false,true,true,false,true,false,false,,Fair,false,true,false,false,false,false,false,true,,Somewhat Fair,false,true,false,true,true,false,false,false,,Very Unfair,false,true,true,false,false,false,true,false,,Fair,false,false,false,true,true,true,true,false,,Fair,false,true,true,true,true,false,false,false,
234,411,50-59,High School,Female,,25000-50000,false,false,false,true,false,,unem,not-mentioned,version 1,Somewhat Unfair,false,true,false,true,false,false,true,false,,Very Unfair,false,true,false,true,true,false,false,false,,Fair,true,false,false,true,true,false,false,false,,Somewhat Fair,true,true,false,true,false,false,false,false,,Very Fair,true,false,false,true,true,false,false,false,,Very Unfair,true,true,false,true,false,false,false,false,,Somewhat Unfair,false,false,false,true,true,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Unfair,true,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,
235,787,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,not-mentioned,version 1,Unfair,false,false,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Very Fair,false,true,false,true,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,true,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,true,false,false,false,false,false,false,false,
236,645,18-29,Bachelor,Female,,>100000,false,false,false,true,false,,unem,mentioned,version 2,Somewhat Fair,true,true,true,false,true,false,false,false,young people are more able to get jobs than older people,Very Unfair,false,true,false,false,true,true,false,false,,Somewhat Fair,true,true,true,true,true,true,true,true,education is important in the jobs available to a person.,Fair,true,true,true,false,true,false,false,false,work history may indicate why a person in unemployed,Fair,true,true,true,true,true,false,false,false,professional skills indicate types of jobs that a person can do and how unemplyment may be affected by other situations such as health and ability,Very Fair,true,true,true,false,true,true,true,true,disability can greatly impact a person's ability to perform a job,Very Fair,true,true,true,true,true,true,true,true,,Very Unfair,false,true,false,false,true,true,true,true,where they live is not important to how they complete a job.,Very Unfair,true,true,false,false,false,false,false,false,reason for wanting a job is not the same as the reason for not wanting a job so a better question would be why they do not want a job or cannot hold down a job,Very Fair,false,true,false,true,true,true,true,true,
237,1028,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,unem,mentioned,version 2,Unfair,false,false,false,true,false,true,true,true,,Very Unfair,false,true,false,true,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,true,true,,Very Fair,true,true,true,false,false,false,true,true,,Fair,true,true,false,true,true,false,true,true,,Unfair,false,true,false,true,false,true,true,true,,Somewhat Unfair,false,false,false,false,false,true,false,false,,Somewhat Unfair,false,true,true,false,true,true,true,true,,Neutral,false,true,false,true,false,false,false,false,,Unfair,true,true,false,false,false,false,false,false,
238,1072,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,unem,not-mentioned,version 1,Very Unfair,false,false,false,true,false,true,true,true,,Very Unfair,false,true,false,true,false,false,true,false,,Neutral,false,false,true,true,true,false,false,false,,Very Fair,true,true,true,true,false,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Neutral,false,false,false,true,false,true,true,true,,Fair,false,true,false,true,true,false,false,true,
239,236,40-49,High School,Female,,<25000,false,false,false,true,false,,unem,not-mentioned,version 1,Unfair,false,false,false,false,false,false,true,false,,Very Unfair,false,true,false,true,false,false,true,true,,Fair,true,true,false,false,false,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,true,false,,Fair,true,false,false,false,false,false,true,true,,Neutral,false,false,true,false,false,false,false,false,,Fair,false,true,false,false,false,false,true,false,
240,806,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,unem,mentioned,version 1,Very Unfair,false,true,false,false,false,true,true,true,,Unfair,false,true,false,false,false,false,true,false,,Unfair,false,true,false,false,false,true,false,false,,Somewhat Fair,true,true,false,false,false,false,true,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,,Unfair,false,false,false,false,false,false,true,true,,Somewhat Unfair,false,true,false,false,false,false,true,true,,Neutral,false,false,false,false,false,false,true,false,,Unfair,false,true,false,false,false,false,false,false,,Neutral,false,false,false,true,true,false,false,false,
241,637,50-59,Less than high School,Male,,25000-50000,false,false,false,true,false,,unem,mentioned,version 2,Unfair,false,true,false,true,true,true,true,false,,Very Unfair,false,true,false,true,true,true,true,false,,Somewhat Unfair,false,false,false,false,true,false,true,false,,Fair,true,true,true,true,false,false,false,false,,Somewhat Fair,false,true,true,true,false,false,false,true,,Somewhat Unfair,false,false,false,true,false,true,false,false,,Somewhat Fair,true,false,true,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,true,true,,Very Unfair,false,true,false,false,false,false,false,false,,Unfair,true,false,false,false,false,true,false,false,
242,413,30-39,High School,Female,,50000-75000,false,false,false,true,false,,unem,not-mentioned,version 1,Unfair,false,false,false,true,false,true,true,false,,Very Unfair,false,true,false,true,false,false,true,true,,Fair,true,true,false,false,false,false,false,false,,Somewhat Fair,true,false,false,true,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,false,true,false,false,true,true,,Somewhat Fair,true,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,true,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,
243,285,50-59,High School,Male,,25000-50000,false,false,false,true,false,,unem,mentioned,version 1,Somewhat Fair,false,false,false,false,true,false,false,false,,Unfair,false,true,false,true,false,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Unfair,false,false,false,false,false,true,false,false,,Fair,false,true,false,false,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,true,false,false,,Very Fair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,
