Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1081,595,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Unfair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1082,1979,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Unfair,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Unfair,Neutral,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1083,1073,40-49,High School,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Agree,Fair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Very Unfair,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Unfair,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree
1084,2015,50-59,Bachelor,Female,,50000-75000,false,false,false,false,true,,rec,properties first,Neutral,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1085,1421,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree
1086,908,30-39,High School,Female,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Agree,Strongly Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Very Unfair,Disagree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Neutral,Very Unfair,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1087,981,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Fair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree
1088,2742,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Fair,Strongly Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Agree,Neutral,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Very Unfair,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Very Unfair,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Unfair,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Very Unfair,Neutral,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral
1089,765,50-59,Associate or Diploma,Female,,75000-100000,false,true,false,false,false,,rec,fairness first,Fair,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Fair,Agree,Disagree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Fair,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral
1090,1430,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree
1091,2569,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Agree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Unfair,Somewhat Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Somewhat Fair,Neutral,Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Very Unfair,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Very Unfair,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Very Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Somewhat Disagree
1092,2257,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Agree,Somewhat Unfair,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Unfair,Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Unfair,Agree,Agree,Disagree,Agree,Agree,Disagree,,Unfair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree
1093,637,60-69,High School,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1094,2200,40-49,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Unfair,Disagree,Agree,Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Fair,Somewhat Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Unfair,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral
1095,917,50-59,Associate or Diploma,Male,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,,,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Unfair,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral
1096,1138,18-29,Bachelor,Male,,>100000,false,false,true,true,false,,rec,properties first,Fair,Agree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Fair,Somewhat Disagree,Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Neutral,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Fair,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Very Unfair,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree
1097,338,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Disagree,Neutral,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Disagree,Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1098,1066,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Fair,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Unfair,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Disagree,Agree
1099,2478,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Agree,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Disagree,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Disagree,Somewhat Agree,Neutral,Disagree,Agree,Agree,Somewhat Agree,Unfair,Agree,Disagree,Strongly Disagree,,Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Unfair,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree
1100,2413,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1101,2415,18-29,Bachelor,Female,,>100000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1102,1683,18-29,High School,Male,,<25000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Neutral,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
