Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
727,2157,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,fairness first,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Unfair,Somewhat Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree
728,390,30-39,High School,Female,,<25000,false,false,false,true,false,,cps,fairness first,Fair,Strongly Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Unfair,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Fair,Strongly Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Unfair,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
729,713,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Unfair,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral
730,650,30-39,Graduate,Female,,<25000,false,true,false,false,false,,cps,properties first,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Disagree,Fair,Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Fair,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree
731,696,40-49,High School,Female,,<25000,false,false,false,true,false,,cps,properties first,Very Unfair,Agree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Agree
732,478,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,cps,properties first,Unfair,Neutral,Somewhat Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Very Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Fair,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree
733,541,30-39,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Very Unfair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree
734,918,60-69,High School,Female,,75000-100000,false,false,false,true,false,,cps,properties first,Very Fair,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Disagree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Neutral,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree
735,728,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,cps,fairness first,Fair,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral
736,510,30-39,High School,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Unfair,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Fair,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Disagree,Disagree,Neutral
737,732,18-29,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Very Fair,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Fair,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Fair,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Fair,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Very Fair,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Fair,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree
738,2857,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Disagree,Fair,Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Very Unfair,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Very Unfair,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree
739,1149,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Fair,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Disagree,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Fair,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Very Fair,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral
740,722,30-39,High School,Male,,25000-50000,true,false,false,false,false,,cps,fairness first,Unfair,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Somewhat Fair,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Agree,Unfair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree
741,737,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Disagree,Somewhat Agree,Fair,Agree,Strongly Agree,,Strongly Disagree,Somewhat Disagree,Neutral,Agree,Neutral,Very Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Very Fair,Agree,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
742,584,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,cps,fairness first,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
743,1174,30-39,Associate or Diploma,Female,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
744,921,40-49,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Fair,Neutral,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Very Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree
745,1693,60-69,High School,Female,,25000-50000,false,false,true,false,false,,cps,properties first,Unfair,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Very Unfair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
