Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Accuracy,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Accuracy,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Accuracy,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Accuracy,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Accuracy,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Accuracy,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1791,1813,30-39,High School,Male,,>100000,false,false,false,true,false,,unem,properties first,Unfair,Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Neutral,Agree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Neutral,Fair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral
1792,1347,18-29,High School,Female,,50000-75000,false,true,false,false,false,,unem,properties first,Unfair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Agree,Neutral,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Very Unfair,Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree
1793,2243,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Very Unfair,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree
1794,651,18-29,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
1795,647,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,unem,properties first,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Very Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Disagree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree,Neutral,Agree
1796,1752,18-29,High School,Male,,<25000,false,false,false,true,false,,unem,properties first,Neutral,Agree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Agree,Somewhat Agree,Disagree,Disagree,Disagree,,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Unfair,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1797,320,30-39,Bachelor,Male,,<25000,false,false,true,true,false,,unem,fairness first,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree
1798,764,18-29,Graduate,Female,,75000-100000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Neutral,Very Fair,Strongly Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree
1799,1816,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Fair,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Neutral,Somewhat Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1800,1565,30-39,High School,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Very Unfair,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Very Unfair,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree
1801,428,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Neutral,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Very Fair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Unfair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Unfair,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Fair,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree
1802,501,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree
1803,1219,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,unem,properties first,Unfair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Unfair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Unfair,Disagree,Disagree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Disagree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Unfair,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree
1804,317,18-29,Bachelor,Female,,75000-100000,false,false,true,true,false,,unem,fairness first,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Somewhat Disagree,Very Fair,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Agree,Agree,Very Unfair,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Neutral,Fair,Somewhat Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
1805,348,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1806,1076,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,unem,fairness first,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Fair,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Fair,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Unfair,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Fair,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Somewhat Fair,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Somewhat Disagree
1807,3508,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,unem,fairness first,Somewhat Fair,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Very Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Very Unfair,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Unfair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Fair,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Neutral,Very Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree
1808,774,18-29,Less than high School,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Very Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Disagree
1809,2507,40-49,Bachelor,Male,,<25000,true,false,false,true,false,,unem,properties first,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Unfair,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Disagree,Neutral,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree
