Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,MLBias,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Loan Amount Other,Income,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Income Other,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Age Other,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Gender Other,Marital and Family,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Marital and Family Other,Dependents,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Dependents Other,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Education Other,Employment,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Employment Other,Credit,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Credit Other,Property,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group,Property Other
397,1027,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,not-mentioned,version 1,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Unfair,false,false,false,true,true,false,true,true,,Somewhat Fair,true,false,false,true,false,false,false,false,,Somewhat Fair,true,false,false,true,true,false,false,false,,Somewhat Fair,true,true,false,true,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,
398,1075,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,loan,not-mentioned,version 1,Very Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Fair,false,false,false,true,false,false,false,true,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Very Fair,false,false,false,false,true,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,true,false,
399,328,40-49,High School,Male,,25000-50000,false,false,false,true,false,,loan,mentioned,version 1,Neutral,true,false,false,false,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,false,,Very Unfair,false,true,false,true,true,false,true,false,,Very Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,true,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,education level is not necessarily indicative of income,Fair,true,true,true,true,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,,Neutral,true,false,false,true,false,false,false,false,
400,303,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 1,Fair,true,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,false,true,false,,Somewhat Fair,true,false,true,true,false,false,false,false,,Neutral,true,false,false,false,false,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,false,false,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,
401,191,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 2,Somewhat Unfair,false,false,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,true,false,false,false,false,
402,315,18-29,Bachelor,Male,,25000-50000,false,true,false,true,false,,loan,not-mentioned,version 1,Somewhat Unfair,false,false,false,true,true,false,false,false,,Very Fair,true,true,true,false,false,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,true,true,true,true,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,,Unfair,true,false,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Very Fair,true,false,true,true,true,false,false,false,,Very Fair,false,true,true,true,false,false,false,false,,Somewhat Unfair,true,true,false,false,false,false,false,false,
403,350,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Unfair,false,true,false,true,true,false,true,true,,Very Unfair,false,true,false,true,true,false,true,true,,Very Unfair,false,true,false,false,false,true,false,false,,Somewhat Unfair,false,true,false,false,false,true,false,false,,Unfair,false,true,false,false,false,true,false,false,,Fair,false,true,true,true,true,false,false,false,,Fair,false,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,true,false,false,
404,349,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Somewhat Fair,true,true,true,false,false,false,true,false,,Somewhat Fair,true,true,true,false,false,false,false,false,,Very Fair,true,true,false,true,true,false,true,true,,Fair,true,true,true,true,true,true,true,true,,Fair,true,true,false,true,true,false,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,
405,613,40-49,High School,Male,,25000-50000,false,false,false,true,false,,loan,mentioned,version 2,Fair,true,false,false,false,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Unfair,false,true,false,true,false,false,true,false,,Very Unfair,false,true,false,true,true,false,true,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Fair,true,true,false,false,false,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,true,true,,Fair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Unfair,false,false,false,false,false,false,true,true,
406,1002,30-39,Graduate,Female,,>100000,false,true,false,true,false,,loan,mentioned,version 1,Very Fair,true,true,false,true,true,true,true,true,,Very Fair,true,true,false,true,true,true,true,true,,Somewhat Unfair,false,false,false,false,false,false,true,false,,Very Unfair,false,true,false,false,true,false,true,false,,Somewhat Fair,false,false,false,true,false,false,true,true,,Somewhat Fair,true,true,false,false,true,false,true,true,,Somewhat Fair,false,false,false,true,false,false,true,true,,Very Fair,true,true,false,true,true,false,true,true,,Very Fair,false,true,false,true,true,false,true,true,,Very Fair,true,true,false,true,true,true,true,false,
407,547,50-59,High School,Female,,75000-100000,false,false,false,true,false,,loan,not-mentioned,version 1,Very Fair,true,true,true,false,true,true,true,false,,Very Fair,true,true,true,false,true,false,true,false,,Somewhat Unfair,false,true,false,true,false,false,true,false,,Very Unfair,false,true,false,true,true,false,true,false,,Very Fair,true,true,true,true,true,false,true,false,,Very Fair,true,true,true,false,true,false,false,false,,Fair,true,true,true,false,true,true,true,false,,Very Fair,true,true,true,false,true,true,true,false,,Very Fair,true,true,true,true,true,true,true,false,,Fair,true,true,true,false,false,false,false,false,
409,581,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,false,true,true,true,true,false,false,false,,Very Fair,true,true,true,false,true,false,false,false,,Fair,false,true,true,false,true,false,false,false,The person might be old not able to pay off for a long time loan,Very Unfair,false,true,true,false,true,false,true,false,,Neutral,false,true,true,false,false,true,false,false,,Somewhat Unfair,true,true,false,true,true,false,false,false,,Very Unfair,false,true,true,true,true,false,false,false,,Very Fair,true,true,true,false,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Somewhat Fair,true,true,true,true,false,false,false,false,
410,735,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 1,Very Fair,false,true,false,false,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,false,false,true,false,true,,Unfair,false,true,false,false,false,false,false,true,,Neutral,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,true,false,false,false,false,,Somewhat Fair,false,false,false,true,false,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Fair,false,true,false,true,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,
411,264,50-59,High School,Female,,50000-75000,false,false,false,true,false,,loan,not-mentioned,version 2,Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,true,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,
412,653,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,false,false,false,false,false,false,false,"I would need to see the data behind the reasoning, but I have sampling concerns about that",Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,false,false,false,false,false,Depends on the degree involved - question isn't nuanced enough,Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,That's called collateral in most settings
413,254,18-29,Bachelor,Nonbinary,,<25000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,false,true,true,true,false,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,false,false,false,false,true,true,true,,Somewhat Unfair,false,true,false,false,false,false,true,false,,Neutral,false,false,true,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,
414,500,50-59,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 2,Fair,false,true,false,true,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Very Fair,false,true,false,true,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,
415,460,40-49,High School,Female,,50000-75000,false,false,false,true,false,,loan,not-mentioned,version 2,Very Fair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,true,true,true,true,true,,Somewhat Fair,false,true,true,true,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,false,false,false,false,false,false,false,
416,417,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,not-mentioned,version 1,Fair,true,true,true,false,true,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,false,false,true,false,true,true,false,,Very Unfair,false,true,false,true,false,false,true,false,,Unfair,false,true,true,false,false,true,false,false,,Somewhat Fair,true,false,false,false,true,false,false,false,,Somewhat Unfair,false,true,true,false,false,true,false,false,,Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,true,,Somewhat Fair,true,false,false,true,false,false,false,true,
417,795,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,mentioned,version 2,Very Fair,true,true,false,false,false,false,true,true,,Fair,true,true,false,true,true,false,true,false,,Unfair,false,false,false,true,true,false,true,false,,Very Unfair,false,true,false,true,true,false,true,false,,Fair,true,true,false,true,false,true,true,true,,Fair,true,false,false,true,false,false,true,true,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,true,true,,Fair,true,true,false,true,true,false,false,false,,Very Fair,true,false,false,false,true,true,true,true,
418,287,30-39,High School,Female,,75000-100000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,true,true,true,false,true,true,true,true,,Very Fair,true,true,true,false,true,true,true,true,,Unfair,false,true,false,true,true,false,true,true,,Very Unfair,false,true,false,true,true,false,true,true,,Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,true,true,true,false,true,true,true,true,,Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,true,false,true,true,true,true,,Very Fair,true,true,false,true,true,false,true,true,,Very Fair,true,true,true,false,false,true,true,true,
419,1212,30-39,Graduate,Male,,>100000,false,true,false,false,false,,loan,not-mentioned,version 2,Very Fair,true,true,false,true,false,true,true,true,,Very Fair,true,true,false,false,false,true,false,false,,Unfair,false,false,false,false,false,true,false,true,,Very Unfair,false,false,false,false,false,true,false,false,,Fair,false,false,false,false,false,true,true,true,,Fair,true,false,false,false,false,true,true,true,,Unfair,false,false,true,false,false,false,false,false,,Very Fair,false,false,false,false,true,false,false,false,,Fair,false,false,false,false,true,true,false,true,,Very Fair,true,true,true,true,true,true,true,true,
420,315,70 up,High School,Male,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 2,Fair,false,true,false,false,false,false,false,false,,Fair,true,false,false,false,false,false,false,false,,Somewhat Fair,false,true,true,false,false,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,false,false,false,false,false,false,true,,Neutral,false,false,false,true,false,false,false,false,,Fair,false,true,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,true,false,,Fair,true,true,false,false,false,false,false,false,
421,748,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,true,true,false,true,true,true,true,true,,Very Fair,true,true,false,false,true,true,true,true,,Very Unfair,false,false,false,true,true,true,true,true,,Very Unfair,false,false,false,true,true,true,true,true,,Very Unfair,false,true,false,true,true,false,true,false,,Somewhat Fair,true,false,false,true,true,true,true,false,,Unfair,true,true,false,false,true,false,false,false,,Fair,true,true,true,true,true,true,true,false,,Very Fair,true,true,false,true,false,false,false,true,,Fair,true,true,false,true,true,true,true,true,
422,1097,40-49,Graduate,Male,,>100000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,false,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,The age of the individual is relevant to the term of the loan.  For instance a 70-year-old person should reasonably be declined if they apply for a 30-year loan.,Very Unfair,false,true,false,false,true,false,true,false,,Unfair,false,true,false,false,true,false,false,false,,Unfair,false,false,false,false,true,false,false,false,,Unfair,false,false,false,false,true,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,Lack of employment should be considered because a person with no income is less likely to be able to pay back a loan.,Very Fair,true,true,false,true,false,false,false,false,,Fair,true,true,false,false,false,false,false,false,
423,573,30-39,Graduate,Male,,<25000,false,true,false,false,false,,loan,not-mentioned,version 2,Somewhat Fair,false,false,false,false,true,false,false,false,,Neutral,false,false,false,false,true,false,false,false,,Fair,true,true,false,false,false,false,false,false,,Very Fair,true,true,false,false,false,false,false,false,,Neutral,false,false,false,false,true,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,true,false,false,,Neutral,false,true,false,false,false,true,false,false,,Neutral,false,true,false,true,false,false,false,false,,Fair,false,false,false,false,true,false,true,false,
424,1364,30-39,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,true,true,true,,Very Unfair,false,true,false,true,true,true,true,false,,Fair,true,true,false,true,true,false,true,false,,Somewhat Fair,true,false,true,true,true,false,true,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,false,true,false,,Very Fair,true,true,true,true,true,false,true,true,,Fair,true,true,false,true,false,false,false,false,
425,443,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,loan,mentioned,version 1,Very Fair,true,false,false,false,false,false,false,false,,Somewhat Fair,false,false,false,false,true,false,false,false,,Very Unfair,false,true,false,false,true,false,false,false,,Very Unfair,false,true,false,false,true,true,false,false,,Unfair,false,false,true,false,false,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Very Unfair,false,true,true,false,false,false,false,false,,Fair,false,false,false,false,true,false,false,false,,Fair,false,false,false,true,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,
426,388,30-39,Bachelor,Female,,<25000,false,true,true,false,false,,loan,not-mentioned,version 2,Somewhat Fair,false,false,false,false,true,false,false,false,,Fair,false,true,false,false,true,false,true,false,,Somewhat Unfair,false,true,false,false,false,true,true,false,,Unfair,false,true,false,true,true,true,true,false,,Unfair,false,true,false,false,false,true,false,false,,Fair,false,false,false,true,true,false,false,false,,Somewhat Fair,false,true,true,false,false,false,true,false,,Somewhat Fair,false,true,false,false,true,true,false,false,,Very Fair,false,true,true,true,true,true,true,false,,Somewhat Fair,true,false,false,false,false,false,false,false,
427,476,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,not-mentioned,version 2,Very Fair,false,true,false,true,true,false,false,false,,Very Fair,false,true,false,false,true,false,false,false,,Neutral,true,true,true,false,false,false,false,false,,Unfair,true,true,false,true,true,false,false,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Fair,false,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,true,false,false,false,false,,Fair,false,true,false,true,true,false,false,false,,Very Fair,false,true,false,true,true,false,false,false,,Very Fair,true,false,true,true,false,false,false,false,
428,316,18-29,High School,Female,,50000-75000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,false,true,true,true,true,true,true,true,,Very Fair,true,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,true,false,true,true,true,,Very Unfair,false,true,false,true,true,true,true,true,,Unfair,false,true,false,false,true,true,false,false,,Very Fair,true,true,true,true,true,true,true,true,,Neutral,true,false,false,false,false,false,false,false,,Very Fair,true,true,true,false,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Fair,false,true,true,true,false,false,false,false,
429,516,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,mentioned,version 1,Somewhat Fair,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,true,true,false,,Somewhat Unfair,false,true,false,false,true,false,false,false,,Somewhat Unfair,false,true,false,true,true,false,true,false,,Somewhat Unfair,true,false,false,false,false,true,false,false,,Somewhat Unfair,false,true,false,false,false,false,true,false,,Unfair,true,false,false,false,true,true,true,false,,Somewhat Fair,true,true,true,true,true,false,false,false,,Fair,true,true,false,false,true,false,false,false,,Neutral,true,true,true,true,true,false,false,false,
430,304,50-59,Bachelor,Male,,<25000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,false,true,false,false,false,false,,Very Unfair,false,true,false,true,true,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Neutral,true,true,false,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Unfair,false,true,false,false,true,false,false,false,,Very Fair,true,true,true,true,true,false,false,false,,Very Fair,true,true,false,true,true,false,false,false,,Fair,true,true,true,true,true,false,false,false,
431,846,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 1,Neutral,true,true,true,false,true,false,false,false,,Somewhat Unfair,false,true,false,false,false,true,false,false,,Very Unfair,false,true,true,true,false,true,false,false,,Very Unfair,false,true,true,true,true,true,false,false,,Unfair,false,true,true,false,false,false,false,false,,Somewhat Fair,true,true,false,true,false,false,false,false,,Somewhat Unfair,false,true,true,false,false,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Somewhat Fair,true,true,false,false,true,false,false,false,
432,732,30-39,High School,Male,,<25000,false,true,false,false,false,,loan,not-mentioned,version 2,Fair,true,false,false,false,false,false,false,false,,Very Fair,false,true,false,false,false,false,false,false,,Somewhat Fair,false,true,false,false,false,false,false,false,,Unfair,false,true,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Somewhat Unfair,false,false,true,false,false,false,false,false,,Somewhat Fair,true,false,false,false,false,false,false,false,,Fair,false,true,false,false,false,false,false,false,,Neutral,false,true,false,false,false,false,false,false,,Fair,true,false,false,false,false,false,false,false,
433,319,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,true,true,true,true,true,true,,Unfair,false,true,true,true,true,true,true,true,,Very Unfair,false,true,true,true,true,true,true,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Somewhat Fair,true,true,false,true,true,false,false,false,,Fair,true,true,false,true,false,false,false,false,,Very Fair,true,true,true,true,true,true,true,true,,Very Fair,true,true,false,true,true,true,true,true,,Very Fair,true,true,false,true,true,true,true,true,
434,668,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,loan,not-mentioned,version 2,Very Fair,false,true,false,false,false,false,false,true,,Very Fair,true,true,false,true,true,false,true,true,,Very Fair,true,true,false,false,false,false,true,false,,Unfair,false,true,false,true,true,false,false,true,,Fair,true,true,false,true,false,false,true,true,,Fair,false,true,false,true,false,false,true,true,,Fair,true,true,false,true,false,false,true,true,,Fair,true,true,false,true,true,false,true,true,,Very Fair,true,true,false,true,true,true,true,true,,Very Fair,true,true,false,true,true,false,false,true,
435,524,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,mentioned,version 2,Very Fair,true,true,false,false,true,false,false,false,,Very Fair,true,true,false,true,true,true,true,true,,Fair,true,true,true,false,true,false,true,false,,Unfair,false,true,false,true,true,false,false,true,,Somewhat Fair,true,false,true,true,false,true,true,true,,Neutral,true,false,false,false,false,true,true,true,,Neutral,false,false,false,true,false,false,true,true,,Very Fair,true,true,false,true,true,false,false,true,,Very Fair,true,true,true,true,true,true,true,true,,Fair,true,false,false,false,false,false,true,false,
