Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Accuracy,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2175,458,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Unfair,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree
2176,590,18-29,High School,Female,,<25000,false,false,false,true,true,,ins,properties first,Unfair,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Unfair,Agree,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Unfair,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Very Unfair,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree
2177,602,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Strongly Agree,,Neutral,Strongly Disagree,Agree,Neutral,Somewhat Agree,Neutral,Very Unfair,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Agree,Agree,Very Unfair,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Disagree,,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree
2178,2071,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Unfair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Very Unfair,Somewhat Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Very Unfair,Disagree,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Disagree,Somewhat Agree,Very Unfair,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Agree,Strongly Agree,Strongly Disagree,,Somewhat Agree,Strongly Agree,Strongly Agree
2179,1858,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Neutral,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Unfair,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Unfair,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree
2180,2515,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,ins,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2181,3009,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,ins,fairness first,Very Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Unfair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree
2182,361,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Unfair,Agree,Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Agree,Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Agree,Disagree,Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Unfair,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Unfair,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree
2183,437,50-59,Graduate,Male,,<25000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree
2184,637,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Fair,Agree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree
2185,3061,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,ins,properties first,Unfair,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Unfair,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree
2186,1218,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Very Unfair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree
2187,1106,30-39,Associate or Diploma,Male,,>100000,false,false,false,true,false,,ins,fairness first,Fair,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Fair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree
2188,1822,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,ins,fairness first,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2189,1651,18-29,High School,Female,,50000-75000,false,false,false,false,true,,ins,fairness first,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Agree,Neutral,Unfair,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Agree,,Agree,Somewhat Unfair,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
2190,1321,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree
2191,924,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Somewhat Disagree,,Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree
2192,1147,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Unfair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree
2193,2121,50-59,Associate or Diploma,Female,,50000-75000,true,false,false,false,false,,ins,fairness first,Somewhat Unfair,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree
2194,2310,18-29,High School,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Fair,Neutral,Neutral,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Unfair,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Very Fair,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,Strongly Disagree,Agree,Unfair,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Fair,Neutral,Neutral,Agree,Neutral,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree
2195,381,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Disagree,Disagree
2196,1410,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,ins,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Disagree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Disagree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Fair,Agree,Strongly Agree,Neutral,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
2197,983,40-49,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Somewhat Unfair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Disagree,Neutral,Agree,Somewhat Agree,Agree,Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Unfair,Agree,Neutral,Disagree,Somewhat Agree,Disagree,Agree,Agree,Agree,Unfair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
2198,428,50-59,High School,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Unfair,Somewhat Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,Unfair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral
