Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Accuracy,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Accuracy,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Accuracy,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Accuracy,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
2085,1754,18-29,Bachelor,Female,,<25000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Disagree,Agree,Disagree
2086,2897,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,,,,,,,,,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
2087,1394,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,,Disagree,Disagree,Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree
2088,2078,30-39,Graduate,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Very Fair,,,,,,,,,Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
2089,2523,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Unfair,Somewhat Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Very Fair,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral
2090,2186,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Unfair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree
2091,2418,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Very Fair,Agree,Agree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Very Fair,Disagree,Disagree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Very Fair,Agree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Very Fair,Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Very Unfair,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree
2092,1167,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Disagree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree
2093,2271,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,loan,fairness first,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Very Unfair,Somewhat Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Fair,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree
2094,502,30-39,Graduate,Female,,50000-75000,false,false,true,false,false,,loan,properties first,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree
2095,839,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Agree,Very Unfair,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,,Agree,Agree,Very Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Neutral,Neutral,Very Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
2096,921,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Unfair,Agree,Agree,Somewhat Agree,,Agree,Neutral,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree
2097,505,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Disagree,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Fair,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree
2098,1565,18-29,Graduate,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Fair,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Very Fair,Neutral,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral
2099,1751,18-29,Less than high School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Very Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,,Disagree,Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral
2100,1909,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Neutral,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Somewhat Disagree,Neutral,Fair,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree
2101,1306,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
2102,716,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral
2103,888,18-29,High School,Male,,>100000,false,false,false,false,true,,loan,properties first,Fair,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
2104,970,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Fair,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
