Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1206,1759,18-29,Bachelor,Female,,<25000,false,false,false,false,true,WHITE,unem,fairness first,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Unfair,Disagree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral
1207,1625,40-49,High School,Female,,<25000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Very Unfair,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Disagree,Fair,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree
1208,1345,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Unfair,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Unfair,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Somewhat Fair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Unfair,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Very Fair,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Very Unfair,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1209,795,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Very Fair,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1213,3547,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Very Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree
1215,455,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1216,1158,30-39,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1218,1428,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1219,1267,18-29,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Unfair,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Fair,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree
1224,988,60-69,Bachelor,Female,,>100000,false,false,false,true,false,,unem,fairness first,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Very Unfair,Strongly Agree,Strongly Disagree,,Disagree,Neutral,Strongly Agree,Neutral,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Very Unfair,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Strongly Disagree,Strongly Agree,,,,,Disagree,Very Unfair,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree
1225,2998,18-29,High School,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Agree,Somewhat Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree
1230,1424,30-39,Graduate,Female,,25000-50000,false,false,true,false,false,,unem,properties first,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Very Unfair,Strongly Agree,Disagree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree
1231,1263,50-59,High School,Female,,<25000,false,false,false,true,false,,unem,fairness first,Very Unfair,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Agree,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Very Unfair,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Unfair,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral
1232,2255,18-29,High School,Female,,>100000,false,false,false,false,false,white,unem,fairness first,Somewhat Unfair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Unfair,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral
1235,1187,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1236,682,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree
1238,2911,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
1240,741,30-39,Associate or Diploma,Female,,>100000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Disagree,Very Unfair,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree
1242,1654,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Very Unfair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Agree,Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree
1244,379,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Fair,Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Fair,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Disagree,Unfair,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1248,978,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,unem,fairness first,Unfair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Very Unfair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Very Unfair,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Agree
1250,787,18-29,Graduate,Female,,25000-50000,false,false,true,false,false,,unem,properties first,Fair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Unfair,Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Neutral,Strongly Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Agree,Neutral,Disagree,Somewhat Disagree,,Disagree,Agree,Somewhat Fair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Very Fair,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree
