Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Accuracy,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Accuracy,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Accuracy,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Accuracy,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Accuracy,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Accuracy,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1829,514,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Agree,Agree,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree
1832,1539,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Very Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Very Fair,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Very Unfair,Neutral,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Disagree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree
1834,2043,18-29,Bachelor,Nonbinary,prefer not to disclose,25000-50000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Neutral,Neutral,Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1836,392,30-39,Bachelor,Female,,>100000,false,true,false,false,false,,unem,properties first,Very Unfair,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Very Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Neutral,Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Neutral,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Unfair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Disagree,,Agree,Neutral,Neutral,Neutral
1838,1042,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,unem,fairness first,Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree,Fair,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Fair,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Fair,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Fair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree
1840,1140,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Somewhat Unfair,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,Very Unfair,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Neutral,Somewhat Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
1841,1703,50-59,Bachelor,Female,,<25000,false,false,false,true,false,,unem,fairness first,Unfair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Very Unfair,Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Fair,Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree
1844,898,18-29,High School,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Very Unfair,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,,Strongly Agree,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree
1850,2229,18-29,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Very Fair,Agree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Unfair,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,,Somewhat Disagree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Very Fair,Agree,Neutral,Disagree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Fair,Strongly Agree,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree
1851,773,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree
1852,1765,40-49,Graduate,Female,,>100000,false,false,false,true,false,,unem,properties first,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Fair,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Fair,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree
1854,685,50-59,High School,Female,,50000-75000,false,false,false,false,true,,unem,fairness first,Somewhat Fair,Agree,Somewhat Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Fair,Agree,Agree,Strongly Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Very Unfair,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral
1858,650,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Very Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree
1859,2926,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,false,true,,unem,fairness first,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Agree,Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Fair,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Fair,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Disagree,Disagree
