Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
672,1134,30-39,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Unfair,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Very Unfair,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Very Unfair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Fair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
679,1911,60-69,Associate or Diploma,Female,,<25000,false,false,true,false,false,,unem,properties first,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree
684,922,30-39,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,unem,properties first,Very Unfair,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Disagree,Neutral,Agree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Somewhat Agree,Very Unfair,Agree,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
685,2513,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,unem,fairness first,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree
686,1042,70 up,High School,Female,,<25000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
687,993,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Fair,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Very Unfair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
690,997,70 up,Graduate,Female,,>100000,false,false,false,true,false,,unem,fairness first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
691,1323,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Unfair,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Unfair,Neutral,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,,Neutral,Neutral,Somewhat Unfair,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree
694,3080,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Neutral,Neutral,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Fair,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,,,,,,,,,Somewhat Fair,Disagree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Unfair,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Neutral,,,,,,,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral
695,2001,30-39,Bachelor,Female,,50000-75000,false,false,false,false,true,,unem,fairness first,Very Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree
698,880,70 up,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Unfair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
699,1187,50-59,Associate or Diploma,Female,,<25000,false,false,false,true,false,,unem,fairness first,Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Agree,Agree,Agree,Unfair,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree
700,1206,40-49,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Somewhat Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Neutral,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Agree
701,1268,60-69,Bachelor,Female,,75000-100000,false,false,false,true,true,,unem,fairness first,Fair,Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Very Fair,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Fair,Disagree,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree
