Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
970,825,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,ins,properties first,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Very Unfair,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Unfair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree
971,307,40-49,Less than high School,Female,,<25000,false,false,false,true,false,,ins,properties first,Very Unfair,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Unfair,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Fair,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
973,493,60-69,Associate or Diploma,Female,,25000-50000,false,true,false,false,false,,ins,fairness first,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Unfair,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Strongly Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree
976,430,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Fair,Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Unfair,Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Very Unfair,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
977,2029,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Unfair,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Agree,Disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
983,617,40-49,High School,Female,,<25000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Fair,Strongly Agree,Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Disagree
985,866,60-69,Bachelor,Female,,25000-50000,false,false,true,false,false,,ins,fairness first,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
986,1341,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Unfair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Agree,Agree
988,624,30-39,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,ins,fairness first,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Very Unfair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Somewhat Unfair,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
989,691,50-59,High School,Female,,<25000,false,false,false,true,false,,ins,properties first,Fair,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Very Fair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Unfair,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Unfair,Neutral,Neutral,Disagree,Agree,Neutral,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree
992,1047,60-69,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Fair,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Strongly Disagree,,Disagree,Somewhat Disagree,Strongly Agree,Agree,Neutral,Unfair,Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree
994,651,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
995,1527,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neutral,Very Unfair,Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Unfair,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Unfair,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Very Unfair,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Fair,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Very Unfair,Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree
