Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1627,932,40-49,Bachelor,Male,,50000-75000,false,false,false,false,true,,ins,fairness first,Fair,Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Unfair,Agree,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Disagree,Neutral,Neutral,Somewhat Agree
1629,851,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Unfair,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Very Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree
1630,295,30-39,Bachelor,Male,,75000-100000,true,true,true,true,true,,ins,properties first,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
1637,1200,60-69,Bachelor,Female,,25000-50000,false,false,false,false,true,,ins,properties first,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
1638,496,50-59,Bachelor,Male,,>100000,false,false,false,true,true,,ins,fairness first,Somewhat Fair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Disagree,Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Strongly Agree
1639,776,18-29,Graduate,Female,,50000-75000,false,true,false,false,false,,ins,fairness first,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Fair,Agree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
1641,667,18-29,Graduate,Male,,<25000,false,true,false,true,false,,ins,fairness first,Very Fair,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Fair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Fair,Neutral,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree
1643,1764,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,true,,ins,fairness first,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral
1648,781,30-39,Bachelor,Male,,75000-100000,true,false,false,false,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Unfair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Unfair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree
1649,801,30-39,Graduate,Male,,<25000,false,true,false,false,false,,ins,properties first,Very Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Fair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree
