Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1296,1803,30-39,Bachelor,Female,,25000-50000,false,false,true,false,false,,cps,properties first,Somewhat Fair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Unfair,Agree,Agree,Agree,Agree,Strongly Agree,,Agree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree
1297,3127,18-29,Associate or Diploma,Male,,>100000,false,false,false,false,true,,cps,properties first,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Fair,Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,,Somewhat Agree,Strongly Agree,Neutral,Disagree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Agree,Fair,Agree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Disagree,,Neutral,Agree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree
1298,2366,30-39,Graduate,Male,,<25000,false,true,false,false,false,,cps,fairness first,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Fair,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Fair,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
1299,370,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Very Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Very Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Very Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree
1301,1880,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1303,3596,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1308,2529,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,false,true,,cps,fairness first,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1314,2756,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1317,1446,40-49,Bachelor,Female,,<25000,false,true,false,false,false,,cps,properties first,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral
1325,2796,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,cps,properties first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree
1327,873,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1330,1464,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Disagree,Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,,Somewhat Disagree,Disagree,Strongly Disagree,Fair,Strongly Disagree,Disagree,Somewhat Agree,Agree,Neutral,Disagree,Strongly Disagree,Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree
1337,993,18-29,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,cps,fairness first,Somewhat Fair,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Unfair,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree
1342,1337,18-29,Bachelor,Male,,25000-50000,false,false,false,false,false,Native American,cps,properties first,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree
1344,799,18-29,Bachelor,Female,,75000-100000,false,true,false,false,false,,cps,properties first,Fair,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Agree,Fair,Agree,Agree,Agree,Somewhat Disagree,Disagree,,Somewhat Agree,Fair,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Agree,Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree
1346,1843,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,properties first,Very Unfair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Very Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Fair,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Neutral,Fair,Neutral,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Very Fair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral
1348,2457,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,cps,fairness first,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree
1349,406,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree
1351,1068,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral
1353,1891,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1355,2958,18-29,Bachelor,Male,,>100000,false,false,true,false,false,,cps,properties first,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Very Unfair,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Fair,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Disagree
