Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race,Race Reliability,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated,Hospital Treated Reliability,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission,Admission Reliability,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges,Number of Discharges Reliability,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1424,1974,18-29,Graduate,Male,,>100000,false,true,false,false,false,,hos,fairness first,Fair,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree
1426,1742,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
1431,1903,40-49,Bachelor,Male,,25000-50000,false,false,false,false,false,NATIVE AMERICAN,hos,fairness first,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral
1434,3385,18-29,Associate or Diploma,Male,,>100000,false,false,false,true,true,,hos,properties first,Unfair,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree
1439,2174,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,hos,fairness first,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree
1441,1629,18-29,Graduate,Male,,>100000,false,true,false,false,false,,hos,properties first,Fair,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Very Unfair,Somewhat Agree,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
1443,695,18-29,Bachelor,Female,,>100000,false,true,false,true,false,,hos,fairness first,Fair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Fair,Agree,Agree,Disagree,Agree,Disagree,Somewhat Disagree,Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree
1444,2193,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree
1447,1566,50-59,Associate or Diploma,Female,,75000-100000,false,true,false,false,false,,hos,fairness first,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
1449,827,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,hos,properties first,Very Fair,Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Unfair,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree
1456,1156,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,hos,properties first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Very Unfair,Agree,Somewhat Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Agree
1457,2588,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,hos,fairness first,Very Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Unfair,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree
