Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Income,Age,Gender,Marital and Family,Dependents,Education,Employment,Credit,Property
2103,888,18-29,High School,Male,,>100000,false,false,false,false,true,,loan,properties first,Fair,Very Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Somewhat Fair,Fair,Very Unfair
2104,970,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Fair,Neutral,Neutral,Neutral,Fair,Somewhat Fair,Fair,Fair,Somewhat Fair,Somewhat Fair
2105,580,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Fair,Very Fair,Neutral,Very Unfair,Neutral,Neutral,Fair,Very Fair,Very Fair,Fair
2106,2567,18-29,Bachelor,Male,,>100000,false,true,false,false,false,,loan,properties first,Very Fair,Fair,Fair,Very Fair,Fair,Somewhat Fair,Fair,Fair,Fair,Very Fair
2107,1027,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Fair,Somewhat Unfair,Very Unfair,Unfair,Neutral,Very Unfair,Fair,Fair,Fair
2108,768,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Very Fair,Very Fair,Fair,Very Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair,Very Fair
2109,849,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Unfair,Very Unfair,Unfair,Somewhat Fair,Unfair,Very Fair,Somewhat Fair,Fair
2110,1217,18-29,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Fair,Fair,Neutral,Somewhat Fair
2111,2691,18-29,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,properties first,Very Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Somewhat Fair
2112,1799,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Fair,Unfair,Very Unfair,Very Unfair,Somewhat Unfair,Unfair,Neutral,Fair,Neutral
2113,963,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Unfair,Unfair,Very Fair,Very Fair,Somewhat Fair
2114,533,40-49,Bachelor,Male,,50000-75000,false,false,true,false,false,,loan,properties first,Neutral,Fair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Very Unfair,Very Unfair,Fair,Unfair,Somewhat Unfair
2115,818,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Very Fair,Somewhat Unfair,Unfair,Fair,Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair
2116,2806,18-29,Associate or Diploma,Nonbinary,,<25000,false,false,false,true,true,,loan,properties first,Fair,Somewhat Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Somewhat Fair,Very Unfair,Very Unfair
2117,437,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,,Somewhat Unfair,Neutral,Very Unfair,Very Unfair,Somewhat Unfair,Very Unfair,Neutral,Unfair,Unfair
2118,886,40-49,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Fair,Very Fair,Very Fair,Very Fair
2119,3539,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Fair,Very Fair,Fair,Very Fair,Fair,Fair,Very Fair,Somewhat Fair,Very Fair,Very Fair
2120,1192,50-59,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Fair,Very Unfair,Unfair,Somewhat Unfair,Somewhat Unfair,Very Fair,Very Fair,Very Fair
2121,2585,30-39,Bachelor,Female,,75000-100000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Fair,Fair,Fair,Very Fair,Fair,Fair,Fair,Fair
2122,1307,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Neutral
2123,1846,30-39,Graduate,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Neutral,Somewhat Fair,Somewhat Fair,Fair,Somewhat Fair
2124,2129,18-29,Graduate,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Fair
2125,899,30-39,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Neutral,Somewhat Fair,Fair,Very Unfair,Neutral,Somewhat Fair,Fair,Fair,Fair,Somewhat Unfair
2126,742,30-39,High School,Male,,>100000,false,true,false,false,false,,loan,properties first,Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Neutral,Unfair,Fair,Very Fair,Fair
2127,426,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Unfair,Very Unfair,Very Unfair,Neutral,Unfair,Very Fair,Very Fair,Somewhat Fair
2128,458,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,false,false,mixed,loan,fairness first,Very Fair,Very Fair,Very Unfair,Very Unfair,Very Unfair,Unfair,Very Unfair,Very Fair,Very Fair,Fair
2129,606,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Fair,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Fair,Very Fair,Somewhat Fair
2130,1115,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Neutral,Somewhat Fair,Very Fair,Very Fair,Very Fair
2131,361,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Somewhat Fair,Fair,Fair,Neutral,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair
2132,1188,50-59,Graduate,Male,,25000-50000,false,true,false,true,false,,loan,fairness first,Fair,Fair,Fair,Unfair,Fair,Fair,Fair,Fair,Fair,Fair
2133,457,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,loan,properties first,Fair,Fair,Somewhat Unfair,Somewhat Unfair,Neutral,Neutral,Neutral,Fair,Fair,Fair
2134,461,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Unfair,Unfair,Neutral,Very Fair,Very Fair,Unfair
2135,941,40-49,High School,Female,,50000-75000,false,false,true,false,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Unfair,Unfair,Unfair,Unfair,Very Fair,Very Fair,Fair
2136,2965,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,loan,properties first,Very Fair,Fair,Somewhat Unfair,Very Unfair,Neutral,Neutral,Very Unfair,Very Fair,Somewhat Fair,Somewhat Unfair
2137,929,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Very Fair,Somewhat Unfair,Very Unfair,Neutral,Somewhat Fair,Very Unfair,Neutral,Somewhat Fair,Very Fair
2138,968,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Fair,Neutral,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair
2139,1382,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Fair,Somewhat Fair,Fair,Fair,Fair
2140,1132,30-39,High School,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Neutral,Fair,Somewhat Fair,Very Unfair,Neutral,Somewhat Fair,Unfair,Very Fair,Very Fair,Somewhat Fair
2141,2276,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Neutral,Unfair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Neutral
2142,572,40-49,High School,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Very Unfair,Very Unfair,Somewhat Fair,Fair,Very Unfair,Very Fair,Very Fair,Very Fair
2143,1702,18-29,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Fair,Somewhat Fair,Neutral,Unfair,Unfair,Somewhat Unfair,Neutral,Fair,Fair,Somewhat Fair
2144,738,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair
2145,745,30-39,High School,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Fair,Very Unfair,Somewhat Fair,Somewhat Fair,Very Unfair,Very Fair,Fair,Very Fair
2146,2431,30-39,High School,Male,,25000-50000,false,false,false,false,true,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
2147,1418,30-39,Graduate,Male,,<25000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Unfair,Very Unfair,Very Unfair,Somewhat Unfair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Somewhat Unfair,Neutral
2148,3210,18-29,High School,Male,,<25000,false,false,false,false,true,,loan,fairness first,Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Neutral,Neutral,Unfair,Somewhat Fair,Neutral
2149,1606,50-59,Graduate,Male,,75000-100000,false,false,true,false,false,,loan,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Very Fair,Fair,Very Fair
2150,347,18-29,Graduate,Male,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1459,743,18-29,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Very Fair,Fair,Fair,Fair,Very Fair,Fair,Very Fair,Fair,Very Fair,Very Fair
1460,1789,50-59,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Fair,Fair,Somewhat Unfair,Unfair,Neutral,Neutral,Somewhat Unfair,Fair,Somewhat Fair,
1461,907,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Unfair,Very Unfair,Somewhat Unfair,Neutral,Somewhat Fair,Fair,Very Fair,Fair
1462,710,60-69,Bachelor,Male,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Fair,Very Unfair,Fair,Unfair,Very Unfair,Very Fair,Very Fair,Very Fair
1463,460,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Fair,Unfair,Very Unfair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair,Fair,Somewhat Fair
1464,771,30-39,Graduate,Female,,25000-50000,false,true,false,false,true,,loan,fairness first,Unfair,Very Unfair,Unfair,Unfair,Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Unfair,Unfair
1465,1022,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Neutral,Very Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Fair
1466,1956,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Fair,Very Unfair,Somewhat Fair,Fair,Somewhat Unfair,Very Fair,Very Fair,Very Fair
1467,1161,18-29,High School,Male,,>100000,false,false,true,false,true,,loan,properties first,Unfair,Fair,Somewhat Unfair,Unfair,Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Very Fair
1468,1227,60-69,High School,Male,,<25000,false,false,false,true,false,,loan,fairness first,Somewhat Fair,Fair,Fair,Somewhat Unfair,Somewhat Fair,Fair,Somewhat Fair,Fair,Fair,Fair
1469,788,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Fair,Very Fair,Very Fair,Fair,Very Fair,Very Fair,Very Fair,Fair
1470,765,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Fair,Fair,Very Fair,Very Fair,Fair,Fair,Very Fair,Very Fair,Somewhat Fair,Fair
1471,2560,30-39,Bachelor,Male,,>100000,false,false,false,false,true,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1472,1324,30-39,High School,Male,,25000-50000,true,false,false,true,false,,loan,fairness first,Fair,Fair,Very Unfair,Very Unfair,Unfair,Somewhat Unfair,Somewhat Unfair,Fair,Fair,Fair
1473,621,18-29,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,fairness first,Neutral,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Fair,Fair,Somewhat Fair
1474,1778,18-29,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Fair,Unfair,Very Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Fair,Very Fair,Somewhat Unfair
1475,1487,60-69,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Unfair,Fair,Fair,Very Unfair,Somewhat Unfair,Very Unfair,Unfair,Fair,Fair,Somewhat Unfair
1476,789,40-49,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Somewhat Fair,Fair,Somewhat Fair,Neutral,Neutral,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair
1477,728,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Somewhat Fair,Somewhat Unfair,Neutral,Very Unfair,Unfair,Neutral,Unfair,Very Fair,Fair,Unfair
1478,1701,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Fair,Somewhat Unfair,Fair,Very Fair,Fair,Very Fair,Very Fair,Fair
1479,469,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Unfair,Very Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair
1480,963,30-39,High School,Male,,25000-50000,false,false,false,false,false,caucasian-indian,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Neutral,Neutral,Very Fair,Fair,Fair
1481,1177,18-29,Associate or Diploma,Female,,<25000,false,false,false,true,false,,loan,fairness first,Fair,Somewhat Unfair,Unfair,Very Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Fair,Unfair
1482,1532,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Fair,Very Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Very Fair,Very Fair,Fair
1483,1423,30-39,High School,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Fair,Fair,Very Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Very Fair,Very Fair,Very Fair
1484,447,60-69,High School,Female,,<25000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Very Fair,Fair,Fair
1485,1935,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Fair,Very Fair,Very Fair,Fair
1486,1499,50-59,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Fair,Fair,Unfair,Unfair,Unfair,Somewhat Fair,Unfair,Very Fair,Somewhat Fair,Fair
1487,1129,40-49,High School,Male,,>100000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Very Fair,Somewhat Fair
1488,607,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Fair,Neutral,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Fair,Neutral,Neutral
1489,2047,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Unfair,Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Neutral,Neutral,Somewhat Unfair,Unfair,Neutral
1490,1319,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Fair,Very Fair,Fair,Very Fair,Fair,Very Fair,Very Fair,Somewhat Fair,Fair,Very Fair
1491,2267,18-29,Graduate,Male,,50000-75000,false,true,false,false,false,,loan,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Fair,Very Fair,Very Fair
1492,2869,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Fair,Neutral,Very Fair,Fair,Very Fair
1493,526,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Unfair,Unfair,Somewhat Fair,Very Fair,Very Fair,Fair
1494,956,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Very Fair,Fair,Fair,Fair,Very Fair,Very Fair,Somewhat Fair,Very Fair,Fair
1495,806,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Unfair,Neutral,Somewhat Fair,Fair,Neutral
1496,2245,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Unfair,Somewhat Unfair,Unfair,Very Unfair,Somewhat Fair,Unfair,Fair,Fair,Somewhat Unfair
1497,1875,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1498,3200,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Neutral,Fair,Very Fair,Neutral,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair
1499,852,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Unfair,Neutral,Somewhat Fair,Very Fair,Very Fair,Very Fair
1500,1081,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Very Fair,Neutral,Somewhat Unfair,Somewhat Fair,Unfair,Somewhat Fair,Unfair,Neutral,Fair
1501,803,30-39,Bachelor,Male,,50000-75000,false,false,false,false,true,,loan,properties first,Somewhat Unfair,Somewhat Unfair,Unfair,Very Unfair,Very Unfair,Unfair,Fair,Somewhat Unfair,Very Unfair,Unfair
1502,968,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Fair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Fair,Fair,Fair
1503,885,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Fair,Very Unfair,Very Unfair,Somewhat Fair,Neutral,Somewhat Fair,Very Fair,Somewhat Fair
1504,1888,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1505,427,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Somewhat Fair,Fair,Fair,Very Fair,Somewhat Fair,Fair,Fair,Fair,Fair
1506,889,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Neutral,Somewhat Unfair,Somewhat Unfair,Neutral,Somewhat Unfair,Unfair,Unfair,Somewhat Unfair,Neutral
1507,1054,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Somewhat Unfair,Very Fair,Neutral,Somewhat Unfair,Neutral,Unfair,Neutral,Fair,Neutral,Fair
1508,2280,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,properties first,Neutral,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Neutral,Neutral,Fair
1509,1328,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Fair
1510,2332,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Fair,Very Fair,Unfair,Very Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Fair,Somewhat Fair,Somewhat Unfair
1511,374,18-29,High School,Male,,50000-75000,false,false,true,false,false,,loan,fairness first,Neutral,Very Fair,Neutral,Very Unfair,Neutral,Neutral,Very Unfair,Very Fair,Very Fair,Very Fair
1512,1664,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Neutral,Neutral,Very Unfair,Unfair,Neutral,Unfair,Neutral,Fair,Unfair
1513,314,18-29,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,loan,properties first,Fair,Unfair,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Fair,Very Fair,Somewhat Unfair,Very Fair,Fair
1514,1811,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Neutral,Somewhat Unfair,Neutral
1515,2593,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Unfair,Neutral,Somewhat Unfair,Somewhat Unfair,Very Fair,Somewhat Unfair,Fair,Somewhat Unfair,Fair
1516,1015,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,false,false,Mixed race,loan,properties first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Unfair,Fair,Unfair,Very Fair,Fair,Fair
1517,1522,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Fair,Neutral,Somewhat Fair,Fair,Fair,Very Fair,Very Fair,Fair
1518,1532,18-29,Bachelor,Male,,25000-50000,false,false,true,false,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Neutral,Somewhat Unfair,Somewhat Fair,Fair,Somewhat Fair,Fair
1519,1807,18-29,High School,Female,,50000-75000,false,false,true,false,false,,loan,fairness first,Very Fair,Very Fair,Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Fair,Very Fair,Somewhat Fair
1520,2192,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Somewhat Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Fair,Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair
1521,1932,30-39,Bachelor,Female,,<25000,false,false,false,false,true,,loan,fairness first,Very Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Fair,Somewhat Fair,Very Fair,Very Fair,Very Fair
1522,2840,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Unfair,Somewhat Unfair,Unfair,Neutral,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Neutral,Unfair,Somewhat Fair
1523,2445,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Neutral,Fair,Somewhat Fair,Neutral,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Fair,Somewhat Fair
1524,1145,30-39,Graduate,Female,,50000-75000,false,false,true,true,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Unfair,Somewhat Unfair,Fair,Fair,Somewhat Unfair,Very Fair,Very Fair,Fair
1525,1845,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Very Fair,Fair,Somewhat Fair,Neutral,Very Fair,Fair,Very Fair,Fair,Very Fair
1526,802,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Unfair,Very Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Very Fair,Very Fair,Fair
1527,2526,40-49,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Neutral,Neutral,Fair,Neutral,Somewhat Unfair,Somewhat Fair,Neutral
1528,899,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Very Fair,Very Unfair,Very Unfair,Somewhat Unfair,Somewhat Unfair,Very Unfair,Fair,Very Fair,Somewhat Unfair
1529,1895,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,loan,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1530,1091,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Fair,Very Fair,Fair,Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1531,1030,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Fair,Fair,Somewhat Unfair,Unfair,Somewhat Unfair,Unfair,Unfair,Neutral,Fair,Somewhat Unfair
1532,556,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Unfair,Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair
1533,983,40-49,Associate or Diploma,Male,,75000-100000,false,false,false,false,true,,loan,properties first,Unfair,Neutral,Unfair,Unfair,Somewhat Fair,Unfair,Fair,Fair,Fair,Unfair
1534,282,60-69,Graduate,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Neutral,Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Unfair,Very Fair,Fair,Somewhat Fair,Fair
1535,804,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair,Somewhat Unfair,Neutral,Fair,Very Fair
1536,860,30-39,Bachelor,Female,,25000-50000,false,false,true,false,false,,loan,properties first,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Unfair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair
1537,1721,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Fair,Fair,Unfair,Very Unfair,Somewhat Unfair,Neutral,Neutral,Very Fair,Fair,Somewhat Fair
1538,1854,30-39,Graduate,Female,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Very Fair,Very Fair,Fair,Neutral,Somewhat Fair,Fair,Fair
