Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History,Work History Reliability,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills,Skills Reliability,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability,Disability Reliability,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed,Time Unemployed Reliability,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason,Reason Reliability,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative,Initiative Reliability,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1217,2069,18-29,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,properties first,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral
1221,2733,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,fairness first,Very Unfair,Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Very Unfair,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Very Fair,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree
1227,549,18-29,Associate or Diploma,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Very Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Disagree,Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Very Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,
1230,1424,30-39,Graduate,Female,,25000-50000,false,false,true,false,false,,unem,properties first,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Very Unfair,Strongly Agree,Disagree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree
1232,2255,18-29,High School,Female,,>100000,false,false,false,false,false,white,unem,fairness first,Somewhat Unfair,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Unfair,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral
1233,1129,18-29,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,unem,fairness first,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree
1234,480,50-59,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,fairness first,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
1239,2081,30-39,High School,Male,,50000-75000,false,false,false,false,true,,unem,properties first,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
1245,1540,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,unem,properties first,Somewhat Fair,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Very Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Very Fair,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree
1246,2390,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,unem,properties first,Very Fair,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Fair,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Neutral,Very Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
1247,2899,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,true,false,,unem,properties first,Very Unfair,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Somewhat Agree
1248,978,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,unem,fairness first,Unfair,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Very Unfair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Agree,Agree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Very Unfair,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Agree
1249,2009,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,unem,fairness first,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Unfair,Strongly Agree,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Agree,Agree,Fair,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree
1250,787,18-29,Graduate,Female,,25000-50000,false,false,true,false,false,,unem,properties first,Fair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Unfair,Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Very Fair,Agree,Neutral,Strongly Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Agree,Neutral,Disagree,Somewhat Disagree,,Disagree,Agree,Somewhat Fair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Very Fair,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree
1252,1094,18-29,Associate or Diploma,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Unfair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree
1256,932,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,unem,fairness first,Fair,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Disagree,Neutral,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Neutral
1257,3039,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,unem,properties first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,
1260,747,30-39,High School,Male,,<25000,false,false,false,false,true,,unem,fairness first,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Fair,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
