Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
901,677,30-39,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Agree,Strongly Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Unfair,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Unfair,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Very Unfair,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Fair,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree
902,2997,30-39,High School,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Somewhat Unfair,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Unfair,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Neutral
904,791,50-59,Associate or Diploma,Female,,<25000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,,Disagree,Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Fair,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Very Unfair,Strongly Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,,,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
905,365,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
906,352,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Very Unfair,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
907,1536,60-69,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Agree,,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Disagree
908,2283,18-29,High School,Female,,50000-75000,false,false,false,true,true,,loan,fairness first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Unfair,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Agree,Agree,Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Fair,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Fair,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree
909,414,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Fair,Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Unfair,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Unfair,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Unfair,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree
912,567,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Unfair,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Unfair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Fair,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Disagree,Fair,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree
914,630,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Very Fair,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Agree,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Fair,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
915,557,50-59,High School,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Fair,Agree,,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree
916,1510,30-39,Graduate,Female,,>100000,false,false,true,false,false,,loan,fairness first,Very Fair,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Very Fair,Neutral,Strongly Agree,Neutral,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Very Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Very Unfair,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Very Unfair,Somewhat Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Very Unfair,Neutral,Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Very Fair,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Very Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral
918,1248,30-39,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Unfair,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Unfair,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
921,508,50-59,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Very Unfair,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Unfair,Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Very Unfair,Disagree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree
922,1597,40-49,High School,Female,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree
923,872,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Neutral,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
924,3118,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Fair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Somewhat Fair,Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Fair,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
926,648,40-49,High School,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree
